,CIK,CONAME,FYRMO,FDATE,FORM,SECFNAME,pos_score,neg_score,pol_score,avg_sent_length,perc_complex_words,fog_index,complex_word_count,word_count,uncertainity_score,constrain_score,pos_word_proportion,neg_word_proportion,neg_word_proportion,constraint_proportion,constraining_words_whole_report
0,3662,SUNBEAM CORP/FL/,199803,1998-03-06,10-K405,edgar/data/3662/0000950170-98-000413.txt,614,3452,-0.6979832757752131,15.976874681176671,71.02703277990635,34.80156298443321,66737,93960,940,1487,0.006534695615155385,0.03673903788846317,0.03673903788846317,0.015825883354618986,0.007942607131317189
1,3662,SUNBEAM CORP/FL/,199805,1998-05-15,10-Q,edgar/data/3662/0000950170-98-001001.txt,341,1723,-0.669573643086447,15.848524418908331,69.23076923076923,34.031717459871025,42012,60684,859,1046,0.005619273614132226,0.028392986619207698,0.028392986619207698,0.017236833432206184,0.007942607131317189
2,3662,SUNBEAM CORP/FL/,199808,1998-08-13,NT 10-Q,edgar/data/3662/0000950172-98-000783.txt,3,7,-0.39999996000000404,33.72222222222222,57.99011532125206,36.68493501738972,352,607,9,5,0.004942339373970346,0.011532125205930808,0.011532125205930808,0.008237232289950576,0.007942607131317189
3,3662,SUNBEAM CORP/FL/,199811,1998-11-12,10-K/A,edgar/data/3662/0000950170-98-002145.txt,233,1579,-0.7428256066540697,12.809293580445877,69.97840172786177,33.11507812332306,33372,47689,553,716,0.004885822726414897,0.033110360879867476,0.033110360879867476,0.01501394451550672,0.007942607131317189
4,3662,SUNBEAM CORP/FL/,199811,1998-11-16,NT 10-Q,edgar/data/3662/0000950172-98-001203.txt,4,7,-0.2727272479338866,34.95238095238095,58.17438692098093,37.25070714934475,427,734,10,4,0.005449591280653951,0.009536784741144414,0.009536784741144414,0.005449591280653951,0.007942607131317189
5,3662,SUNBEAM CORP/FL/,199811,1998-11-25,10-Q/A,edgar/data/3662/0000950170-98-002278.txt,40,426,-0.8283261784799868,14.5359375,70.56863377405138,34.04182850962055,6565,9303,179,91,0.004299688272600236,0.04579168010319252,0.04579168010319252,0.009781790820165538,0.007942607131317189
6,3662,SUNBEAM CORP/FL/,199812,1998-12-22,10-Q,edgar/data/3662/0000950170-98-002401.txt,97,622,-0.7301808056603883,14.467220683287165,69.0515700791422,33.40751630497174,10819,15668,279,271,0.0061909624712790405,0.03969874904263467,0.03969874904263467,0.017296400306356905,0.007942607131317189
7,3662,SUNBEAM CORP/FL/,199812,1998-12-22,10-Q,edgar/data/3662/0000950170-98-002402.txt,51,378,-0.7622377604609842,13.457182320441989,70.92271374320025,33.7519584254569,6910,9743,201,105,0.005234527352971364,0.03879708508672893,0.03879708508672893,0.010776968079646926,0.007942607131317189
8,3662,SUNBEAM CORP/FL/,199903,1999-03-31,NT 10-K,edgar/data/3662/0000950172-99-000362.txt,3,5,-0.24999996875000394,33.8,58.28402366863905,36.833609467455624,394,676,8,3,0.004437869822485207,0.0073964497041420114,0.0073964497041420114,0.004437869822485207,0.007942607131317189
9,3662,SUNBEAM CORP/FL/,199905,1999-05-11,10-K,edgar/data/3662/0000950170-99-000775.txt,278,1779,-0.7297034512738437,12.771967654986524,72.21424953570826,33.99448687627792,34218,47384,668,501,0.005866959311159885,0.03754431875738646,0.03754431875738646,0.01057318926219821,0.007942607131317189
10,3662,SUNBEAM CORP/FL/,199905,1999-05-17,NT 10-Q,edgar/data/3662/0000950172-99-000584.txt,3,5,-0.24999996875000394,34.15,57.24743777452416,36.55897510980966,391,683,13,3,0.004392386530014641,0.007320644216691069,0.007320644216691069,0.004392386530014641,0.007942607131317189
11,3662,SUNBEAM CORP/FL/,199906,1999-06-11,10-Q,edgar/data/3662/0000950170-99-001005.txt,59,395,-0.7400881040967222,15.751304347826087,72.23142320856796,35.193091022557624,6542,9057,204,82,0.006514298332781274,0.043612675278789884,0.043612675278789884,0.009053770564204483,0.007942607131317189
12,3662,SUNBEAM CORP/FL/,199908,1999-08-16,NT 10-Q,edgar/data/3662/0000950172-99-001074.txt,3,4,-0.1428571224489825,35.27777777777778,57.95275590551181,37.29221347331584,368,635,7,3,0.004724409448818898,0.006299212598425197,0.006299212598425197,0.004724409448818898,0.007942607131317189
13,3662,SUNBEAM CORP/FL/,199908,1999-08-19,10-Q,edgar/data/3662/0000950170-99-001361.txt,132,557,-0.6168359932992221,13.572227399813606,71.91512737760077,34.194941910965746,10473,14563,312,150,0.009064066469820779,0.03824761381583465,0.03824761381583465,0.01030007553388725,0.007942607131317189
14,3662,SUNBEAM CORP/FL/,199911,1999-11-08,10-K/A,edgar/data/3662/0000889812-99-003241.txt,177,1408,-0.7766561509295544,11.624143556280588,72.17918491074435,33.521331386809976,25716,35628,665,336,0.004968002694509936,0.03951947906141237,0.03951947906141237,0.009430784776018861,0.007942607131317189
15,3662,SUNBEAM CORP/FL/,199911,1999-11-08,10-Q/A,edgar/data/3662/0000950170-99-001639.txt,135,693,-0.6739130426643563,13.506504770164787,72.2018878828742,34.2833570612156,11244,15573,342,168,0.008668849932575612,0.04450009632055481,0.04450009632055481,0.010787902138316317,0.007942607131317189
16,3662,SUNBEAM CORP/FL/,199911,1999-11-08,10-Q/A,edgar/data/3662/0000950170-99-001640.txt,101,671,-0.7383419679555155,14.604578563995839,72.24082650516566,34.7381620276646,10139,14035,316,156,0.007196294976843605,0.04780904880655504,0.04780904880655504,0.011115069469184183,0.007942607131317189
17,3662,SUNBEAM CORP/FL/,199911,1999-11-15,NT 10-Q,edgar/data/3662/0000950172-99-001626.txt,3,3,0.0,32.94444444444444,58.85328836424958,36.71909312347761,349,593,5,3,0.00505902192242833,0.00505902192242833,0.00505902192242833,0.00505902192242833,0.007942607131317189
18,3662,SUNBEAM CORP/FL/,199911,1999-11-19,10-Q,edgar/data/3662/0000950170-99-001856.txt,146,928,-0.7281191799551963,13.863180515759312,73.28579548390431,34.859590399865446,14183,19353,420,194,0.007544050018085052,0.047951222032759776,0.047951222032759776,0.010024285640469179,0.007942607131317189
19,3982,ALLIS CHALMERS ENERGY INC.,200603,2006-03-22,10-K,edgar/data/3982/0000950129-06-002926.txt,390,1227,-0.5176252315908316,12.780495552731892,71.65013794646185,33.7722533996775,28827,40233,640,523,0.00969353515770636,0.030497352919245397,0.030497352919245397,0.01299927919866776,0.007942607131317189
20,3982,ALLIS CHALMERS ENERGY INC.,200605,2006-05-01,10-K/A,edgar/data/3982/0000950129-06-004690.txt,18,52,-0.4857142787755103,15.412398921832883,62.644281217208814,31.222672055616684,3582,5718,46,15,0.0031479538300104933,0.009094088842252535,0.009094088842252535,0.0026232948583420775,0.007942607131317189
21,3982,ALLIS CHALMERS ENERGY INC.,200605,2006-05-10,10-Q,edgar/data/3982/0000950129-06-005244.txt,252,1024,-0.605015673507041,16.19602851323829,72.30657989877079,35.401043364803634,23000,31809,330,652,0.007922286145430538,0.03219214687667012,0.03219214687667012,0.020497343519129806,0.007942607131317189
22,3982,ALLIS CHALMERS ENERGY INC.,200607,2006-07-24,10-K/A,edgar/data/3982/0000950129-06-007243.txt,48,207,-0.6235294093194925,10.858070500927644,68.0649295173003,31.569200007291176,7967,11705,164,74,0.0041008116189662535,0.01768475010679197,0.01768475010679197,0.006322084579239641,0.007942607131317189
23,3982,ALLIS CHALMERS ENERGY INC.,200607,2006-07-24,10-Q/A,edgar/data/3982/0000950129-06-007244.txt,25,126,-0.6688741677558002,11.032171581769436,68.66342648845686,31.87823922809052,5651,8230,102,63,0.003037667071688943,0.015309842041312272,0.015309842041312272,0.007654921020656136,0.007942607131317189
24,3982,ALLIS CHALMERS ENERGY INC.,200608,2006-08-14,10-Q,edgar/data/3982/0000950129-06-007871.txt,47,111,-0.4050632885755488,10.486800422386484,69.53982479105831,32.01065008537792,6906,9931,145,67,0.0047326553217198674,0.011177122142785219,0.011177122142785219,0.0067465512033027895,0.007942607131317189
25,3982,ALLIS CHALMERS ENERGY INC.,200611,2006-11-08,10-Q,edgar/data/3982/0000950129-06-009522.txt,93,250,-0.45772594618738793,11.454624781849914,71.16629846880475,33.04836930026187,9342,13127,268,112,0.007084634722328027,0.019044716995505445,0.019044716995505445,0.00853203321398644,0.007942607131317189
26,3982,ALLIS CHALMERS ENERGY INC.,200612,2006-12-29,10-Q/A,edgar/data/3982/0000950134-06-023819.txt,281,721,-0.4391217560487807,9.923524280314044,59.234623611802974,27.663259156846806,20215,34127,266,374,0.008233949658628066,0.021126966917689807,0.021126966917689807,0.01095906467020248,0.007942607131317189
27,3982,ALLIS CHALMERS ENERGY INC.,200703,2007-03-15,10-K,edgar/data/3982/0000950129-07-001381.txt,241,768,-0.5222993057261652,11.85220240262104,68.45936482584925,32.12462689138812,22289,32558,712,271,0.007402174580748203,0.023588672522882242,0.023588672522882242,0.00832360710117329,0.007942607131317189
28,3982,ALLIS CHALMERS ENERGY INC.,200705,2007-05-10,10-Q,edgar/data/3982/0000950129-07-002432.txt,324,1712,-0.6817288798223335,17.981947130883302,71.82323413409824,35.92207250599262,40063,55780,545,1305,0.005808533524560774,0.030692004302617426,0.030692004302617426,0.02339548225170312,0.007942607131317189
29,3982,ALLIS CHALMERS ENERGY INC.,200708,2007-08-09,10-Q,edgar/data/3982/0000950129-07-003918.txt,74,119,-0.23316062055357192,10.806345733041576,69.6466538422598,32.181199830120555,6879,9877,127,66,0.007492153487901184,0.012048192771084338,0.012048192771084338,0.006682190948668624,0.007942607131317189
30,3982,ALLIS CHALMERS ENERGY INC.,200711,2007-11-06,10-Q,edgar/data/3982/0000950129-07-005361.txt,154,383,-0.4264432021853944,13.543510324483776,70.78137762047373,33.72995517798301,12999,18365,206,167,0.008385515927035122,0.020854887013340595,0.020854887013340595,0.009093384154641983,0.007942607131317189
31,3982,ALLIS CHALMERS ENERGY INC.,200803,2008-03-07,10-K,edgar/data/3982/0000950129-08-001569.txt,269,725,-0.4587525146290216,11.863250883392226,67.22366187114646,31.634765101815475,22569,33573,744,300,0.00801239090936169,0.021594733863521284,0.021594733863521284,0.008935751943526048,0.007942607131317189
32,3982,ALLIS CHALMERS ENERGY INC.,200804,2008-04-29,10-K/A,edgar/data/3982/0000950129-08-002507.txt,84,185,-0.3754646826190904,14.639908256880734,67.18627604574651,32.7304737210509,8577,12766,78,94,0.006579978066739777,0.01449161836127213,0.01449161836127213,0.007363308788970704,0.007942607131317189
33,4447,AMERADA HESS CORP,200311,2003-11-12,10-Q,edgar/data/4447/0000950123-03-012528.txt,51,181,-0.5603448251709274,14.586142322097379,67.32571575298498,32.76474323003294,5244,7789,99,85,0.0065476954679676465,0.023237899602002825,0.023237899602002825,0.010912825779946077,0.007942607131317189
34,4447,AMERADA HESS CORP,200403,2004-03-12,10-K,edgar/data/4447/0000950123-04-003250.txt,141,502,-0.5614307922839334,19.134199134199132,34.691484985602635,21.53027364792071,16867,48620,329,277,0.002900041135335253,0.01032496914849856,0.01032496914849856,0.0056972439325380505,0.007942607131317189
35,4447,AMERADA HESS CORP,200403,2004-03-15,10-K/A,edgar/data/4447/0000950123-04-003322.txt,10,51,-0.6721311365224404,15.976331360946746,58.2962962962963,29.70905106289722,1574,2700,19,34,0.003703703703703704,0.01888888888888889,0.01888888888888889,0.012592592592592593,0.007942607131317189
36,4447,AMERADA HESS CORP,200405,2004-05-07,10-Q,edgar/data/4447/0000950123-04-005950.txt,29,99,-0.5468749957275391,15.538028169014085,66.6424945612763,32.87220909211615,3676,5516,62,41,0.005257432922407542,0.01794778825235678,0.01794778825235678,0.007432922407541697,0.007942607131317189
37,4447,AMERADA HESS CORP,200408,2004-08-06,10-Q,edgar/data/4447/0000950123-04-009350.txt,38,136,-0.5632183875677105,14.68677494199536,65.71879936808847,32.16222972403354,4160,6330,67,41,0.006003159557661927,0.021484992101105844,0.021484992101105844,0.006477093206951027,0.007942607131317189
38,4447,AMERADA HESS CORP,200411,2004-11-05,10-Q,edgar/data/4447/0000950123-04-013054.txt,43,224,-0.6779026191838853,16.206201550387597,65.26356070027744,32.58790490026602,6822,10453,100,114,0.004113651583277528,0.021429254759399215,0.021429254759399215,0.010905960011479959,0.007942607131317189
39,4447,AMERADA HESS CORP,200503,2005-03-14,10-K,edgar/data/4447/0000950123-05-003078.txt,256,1383,-0.6876143986042621,14.909473684210527,68.6670432081333,33.43060675693753,38904,56656,717,1075,0.0045184975995481505,0.024410477266308954,0.024410477266308954,0.018974159841852585,0.007942607131317189
40,4447,AMERADA HESS CORP,200505,2005-05-06,10-Q,edgar/data/4447/0000950123-05-005767.txt,31,86,-0.4700854660676456,15.308707124010555,65.87383660806618,32.4730174928307,3822,5802,57,37,0.005342985177524991,0.014822475008617718,0.014822475008617718,0.006377111340916925,0.007942607131317189
41,4447,AMERADA HESS CORP,200508,2005-08-05,10-Q,edgar/data/4447/0000950123-05-009475.txt,39,143,-0.571428568288854,13.123529411764705,65.59091588226505,31.485778117611904,4390,6693,63,44,0.00582698341550874,0.02136560585686538,0.02136560585686538,0.006574032571343195,0.007942607131317189
42,4447,AMERADA HESS CORP,200511,2005-11-07,10-Q,edgar/data/4447/0000950123-05-013153.txt,32,100,-0.5151515112488522,13.558386411889597,64.81365487002819,31.348816512767115,4139,6386,57,42,0.005010961478233636,0.015659254619480114,0.015659254619480114,0.0065768869401816475,0.007942607131317189
43,4457,AMERCO /NV/,199911,1999-11-08,10-Q,edgar/data/4457/0000004457-99-000043.txt,29,101,-0.5538461495857988,10.036741214057509,67.89750119369728,31.173696963101918,4266,6283,51,31,0.0046156294763647935,0.016075123348718766,0.016075123348718766,0.004933948750596849,0.007942607131317189
44,4457,AMERCO /NV/,200002,2000-02-10,10-Q,edgar/data/4457/0000004457-00-000018.txt,28,100,-0.5624999956054688,9.564308681672026,69.20490838796437,31.50768682785456,4117,5949,46,34,0.004706673390485796,0.016809547823163556,0.016809547823163556,0.005715246259875609,0.007942607131317189
45,4457,AMERCO /NV/,200006,2000-06-29,10-K,edgar/data/4457/0000004457-00-000067.txt,294,1347,-0.6416819008886764,13.08210997760637,66.28373623447516,31.74633848483261,34850,52577,577,463,0.005591798695246971,0.025619567491488675,0.025619567491488675,0.008806131958841319,0.007942607131317189
46,4457,AMERCO /NV/,200008,2000-08-11,10-Q,edgar/data/4457/0000004457-00-000080.txt,22,63,-0.4823529355017302,11.395953757225433,68.70403246259194,32.03999448792695,2709,3943,30,23,0.005579507988840984,0.015977681968044635,0.015977681968044635,0.005833121988333756,0.007942607131317189
47,4457,AMERCO /NV/,200011,2000-11-13,10-Q,edgar/data/4457/0000004457-00-000105.txt,63,251,-0.5987261127429104,13.477272727272727,66.02467382621816,31.800778621396354,7439,11267,98,79,0.005591550545841839,0.022277447412798437,0.022277447412798437,0.007011626874944528,0.007942607131317189
48,4457,AMERCO /NV/,200102,2001-02-14,10-Q,edgar/data/4457/0000004457-01-500024.txt,46,245,-0.6838487949008633,12.126778783958603,66.983144868786,31.64396946109784,6279,9374,81,55,0.004907190100277363,0.026136121186259867,0.026136121186259867,0.005867292511201195,0.007942607131317189
49,4457,AMERCO /NV/,200107,2001-07-02,10-K,edgar/data/4457/0000004457-01-500063.txt,92,439,-0.6534839912363767,11.492709599027947,67.25167838452185,31.49775519341992,12722,18917,206,121,0.004863350425543162,0.02320663953058096,0.02320663953058096,0.006396363059681768,0.007942607131317189
50,4457,AMERCO /NV/,200107,2001-07-02,NT 10-K,edgar/data/4457/0000004457-01-500060.txt,3,9,-0.4999999583333368,24.142857142857142,55.76923076923077,31.964835164835165,377,676,6,5,0.004437869822485207,0.013313609467455622,0.013313609467455622,0.0073964497041420114,0.007942607131317189
51,4457,AMERCO /NV/,200108,2001-08-10,10-Q,edgar/data/4457/0000004457-01-500081.txt,12,52,-0.6249999902343751,10.978328173374614,70.13536379018612,32.4454767854243,2487,3546,40,27,0.00338409475465313,0.014664410603496898,0.014664410603496898,0.007614213197969543,0.007942607131317189
52,4457,AMERCO /NV/,200108,2001-08-10,10-Q/A,edgar/data/4457/0000004457-01-500083.txt,18,140,-0.7721518938471399,9.368421052631579,70.0374531835206,31.76234969446087,3366,4806,38,19,0.003745318352059925,0.029130253849354974,0.029130253849354974,0.0039533915938410324,0.007942607131317189
53,4515,AMERICAN AIRLINES INC,200810,2008-10-16,10-Q,edgar/data/4515/0000004515-08-000073.txt,99,811,-0.7824175815577828,15.811176968670619,71.88989450008033,35.080428587500386,13424,18673,311,274,0.005301772612863492,0.043431692818508005,0.043431692818508005,0.014673592888127243,0.007942607131317189
54,4515,AMERICAN AIRLINES INC,200902,2009-02-19,10-K,edgar/data/4515/0000004515-09-000008.txt,397,2905,-0.7595396726954756,11.363594256600278,70.55786527540012,32.76858381280016,51932,73602,865,794,0.0053938751664356945,0.03946903616749545,0.03946903616749545,0.010787750332871389,0.007942607131317189
55,4515,AMERICAN AIRLINES INC,200904,2009-04-16,10-Q,edgar/data/4515/0000004515-09-000018.txt,48,453,-0.8083832319193948,16.95435684647303,69.84826235927558,34.72104768229945,5708,8172,166,105,0.005873715124816446,0.055433186490455214,0.055433186490455214,0.012848751835535976,0.007942607131317189
56,4515,AMERICAN AIRLINES INC,200907,2009-07-15,10-Q,edgar/data/4515/0000004515-09-000029.txt,165,1065,-0.7317073164782867,18.2972972972973,68.40226489414081,34.679824876575246,16671,24372,471,379,0.006770064007877893,0.043697685869030035,0.043697685869030035,0.015550631872640735,0.007942607131317189
57,4515,AMERICAN AIRLINES INC,200910,2009-10-21,10-Q,edgar/data/4515/0000004515-09-000039.txt,101,671,-0.7383419679555155,16.163291139240506,71.74406766387344,35.16294352124557,9161,12769,305,174,0.007909781502075339,0.052549142454381706,0.052549142454381706,0.013626752290704048,0.007942607131317189
58,4515,AMERICAN AIRLINES INC,200911,2009-11-06,10-Q/A,edgar/data/4515/0000004515-09-000041.txt,5,79,-0.8809523704648528,17.492857142857144,68.64026133115557,34.45324738960509,1681,2449,17,30,0.002041649652919559,0.03225806451612903,0.03225806451612903,0.012249897917517355,0.007942607131317189
59,4515,AMERICAN AIRLINES INC,201002,2010-02-17,10-K,edgar/data/4515/0000004515-10-000006.txt,225,1093,-0.6585735958584418,15.061013443640125,71.05190881625927,34.44516890395976,20696,29128,593,364,0.007724526229057951,0.03752403185937929,0.03752403185937929,0.01249656687723153,0.007942607131317189
60,4515,AMERICAN AIRLINES INC,201004,2010-04-21,10-Q,edgar/data/4515/0000004515-10-000016.txt,69,421,-0.7183673454727197,17.349075975359344,69.46384187477808,34.72516714005497,5869,8449,151,94,0.008166646940466328,0.04982838205704817,0.04982838205704817,0.011125576991359925,0.007942607131317189
61,4515,AMERICAN AIRLINES INC,201007,2010-07-21,10-Q,edgar/data/4515/0000950123-10-066865.txt,122,4412,-0.9461843844406298,28.993839835728952,26.306657223796034,22.120198823809996,22287,84720,380,281,0.0014400377714825308,0.05207743153918791,0.05207743153918791,0.0033168083097261567,0.007942607131317189
62,4515,AMERICAN AIRLINES INC,201010,2010-10-20,10-Q,edgar/data/4515/0000950123-10-094615.txt,107,2473,-0.9170542632104441,26.46566037735849,40.106082641799986,26.628697207663393,14064,35067,267,218,0.0030513017937091854,0.0705221433256338,0.0705221433256338,0.006216670944192546,0.007942607131317189
63,4962,AMERICAN EXPRESS CO,201404,2014-04-29,10-Q,edgar/data/4962/0001193125-14-167067.txt,431,2379,-0.693238433916997,73.4055752497583,13.305528421376124,34.68444146845377,60614,455555,767,670,0.0009460987147545302,0.005222201490489623,0.005222201490489623,0.0014707335008945133,0.007942607131317189
64,4962,AMERICAN EXPRESS CO,201407,2014-07-30,10-Q,edgar/data/4962/0001193125-14-286961.txt,558,2525,-0.6380149203250033,79.54709715639811,11.758287997438103,36.522154061534486,63154,537102,797,640,0.0010389088106169777,0.004701155460229155,0.004701155460229155,0.0011915799978402613,0.007942607131317189
65,5588,AMERICAN PAD & PAPER CO,199611,1996-11-06,10-Q,edgar/data/5588/0000930661-96-001510.txt,8,100,-0.8518518439643348,10.00207039337474,68.598633823225,31.440281686639896,3314,4831,54,25,0.0016559718484785758,0.0206996481059822,0.0206996481059822,0.00517491202649555,0.007942607131317189
66,5588,AMERICAN PAD & PAPER CO,199703,1997-03-31,10-K,edgar/data/5588/0000950134-97-002428.txt,384,808,-0.35570469768816715,12.975406419341391,71.22205088666152,33.67898292240117,22170,31128,350,358,0.01233616037008481,0.02595733744538679,0.02595733744538679,0.011500899511693651,0.007942607131317189
67,5588,AMERICAN PAD & PAPER CO,199705,1997-05-15,10-Q,edgar/data/5588/0000950134-97-003934.txt,17,34,-0.33333332679738575,13.606271777003485,67.68245838668373,32.51549206547489,2643,3905,59,16,0.004353393085787452,0.008706786171574905,0.008706786171574905,0.00409731113956466,0.007942607131317189
68,5588,AMERICAN PAD & PAPER CO,199708,1997-08-14,10-Q,edgar/data/5588/0000950134-97-006223.txt,40,194,-0.658119655307181,11.758258258258259,70.48908185416933,32.89893604497104,5520,7831,100,57,0.005107904482186183,0.024773336738602988,0.024773336738602988,0.007278763887115311,0.007942607131317189
69,5588,AMERICAN PAD & PAPER CO,199711,1997-11-14,10-Q,edgar/data/5588/0000950134-97-008577.txt,12,37,-0.5102040712203251,13.190163934426229,70.09694258016405,33.31484260583611,2820,4023,60,20,0.002982848620432513,0.009197116579666915,0.009197116579666915,0.004971414367387522,0.007942607131317189
70,5588,AMERICAN PAD & PAPER CO,199803,1998-03-27,10-K,edgar/data/5588/0000950134-98-002477.txt,117,380,-0.5291750492370724,13.073304825901038,70.28176253446101,33.34202694414482,15041,21401,256,141,0.005467034250735947,0.01775617961777487,0.01775617961777487,0.0065884771739638335,0.007942607131317189
71,5588,AMERICAN PAD & PAPER CO,199805,1998-05-14,10-Q,edgar/data/5588/0000950134-98-004241.txt,14,41,-0.4909090819834713,12.741935483870968,67.81997187060479,32.2247629417903,2411,3555,50,19,0.003938115330520394,0.011533052039381153,0.011533052039381153,0.005344585091420534,0.007942607131317189
72,5588,AMERICAN PAD & PAPER CO,199808,1998-08-14,10-Q,edgar/data/5588/0000950134-98-006988.txt,39,219,-0.6976744159004867,12.618857901726427,66.20711429172806,31.530388877381796,6291,9502,87,78,0.004104399073879183,0.02304777941486003,0.02304777941486003,0.008208798147758366,0.007942607131317189
73,5588,AMERICAN PAD & PAPER CO,199811,1998-11-13,10-Q,edgar/data/5588/0000005588-98-000008.txt,67,200,-0.49812733895832456,10.213286713286713,66.97478032637224,30.875226815863584,5869,8763,114,86,0.007645783407508844,0.022823234052265207,0.022823234052265207,0.009813990642474039,0.007942607131317189
